,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name
1510,verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1.0,200.0,dr 6b,adriatic italy,88.0,,1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olive oil,,adriatic,dr 6b
1511,verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1.0,200.0,brindisi,adriatic italy,5.0,,-125.0,-25.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,merge with Ovoide di Brindisi,olive oil,,adriatic,
1512,verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1.0,200.0,dr 28,baetica,1.0,,1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
1513,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,brindisi,adriatic italy,23.0,"Via Redentore, I BC",-125.0,-25.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,merge with Ovoide di Brindisi,olive oil,,adriatic,
1514,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,dr 6a,adriatic italy,65.0,"Via Redentore, I BC",-25.0,50.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
1515,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,dr 6b,adriatic italy,86.0,"Via Redentore, I BC",1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olive oil,,adriatic,dr 6b
1516,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,dr 7-13_1,baetica,2.0,"Via Redentore, I BC",-30.0,96.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,adriatic,dr 7-13
1517,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,forlimpopoli,adriatic italy,4.0,"Via Redentore, I BC",-25.0,300.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,"garum suggested for the type A and D, but unconfirmed",adriatic,
1518,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,dr 2-4_5,tyrrhenian italy,7.0,"Via Redentore, I BC",-70.0,225.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,dr 2-4
1519,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,camulodunum 184,rhodes,4.0,"Via Redentore, I BC",-25.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,adriatic,
1520,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100.0,-1.0,tripolitana ,tripolitania,1.0,"Via Redentore, I BC",1.0,440.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,unknown,,adriatic,tripolitana i
1521,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 6a,adriatic italy,15.0,"Via Campofiore e Via Trezza,",-25.0,50.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
1522,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 6b,adriatic italy,109.0,"Via Campofiore e Via Trezza,",1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olive oil,,adriatic,dr 6b
1523,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 7-13,baetica,8.0,"Via Campofiore e Via Trezza,",-30.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,adriatic,dr 7-13
1524,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 28,baetica,,"Via Campofiore e Via Trezza,",1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
1525,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,18.0,"Via Campofiore e Via Trezza,",-70.0,225.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,dr 2-4
1526,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 2-4_7,unknown,17.0,"Via Campofiore e Via Trezza,",1.0,200.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,dr 2-4
1527,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,camulodunum 184,rhodes,16.0,"Via Campofiore e Via Trezza,",-25.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,adriatic,
1528,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,aegean,aegean,4.0,"Via Campofiore e Via Trezza,",1.0,200.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,unknown,,adriatic,
1529,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 14,lusitania,5.0,"Via Campofiore e Via Trezza,",50.0,225.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,fish sauce,,adriatic,
1530,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 17,baetica,3.0,"Via Campofiore e Via Trezza,",50.0,100.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,fish sauce,,adriatic,
1531,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,schörgendorfer 558,adriatic italy,3.0,"Via Campofiore e Via Trezza,",1.0,200.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olives,,adriatic,schörgendorfer 558
1532,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,collo ad imbuto,adriatic italy,20.0,"Via Campofiore e Via Trezza,",1.0,250.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,unknown,,adriatic,
1533,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 6a,adriatic italy,300.0,,-25.0,50.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
1534,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 6b,adriatic italy,400.0,,1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olive oil,,adriatic,dr 6b
1535,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 28,baetica,2.0,,1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
1536,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 25,s italy/em,10.0,,-25.0,100.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,unknown,,adriatic,
1537,verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,2.0,,-70.0,225.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,dr 2-4
1538,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,dr 6a,adriatic italy,56.0,,-25.0,50.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
1539,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,dr 6b,adriatic italy,74.0,,1.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olive oil,,adriatic,dr 6b
1540,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,camulodunum 184,rhodes,6.0,,-25.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,adriatic,
1541,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,dr 7-13,baetica,11.0,,-30.0,150.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,adriatic,dr 7-13
1542,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,dr 25,s italy/em,4.0,,-25.0,100.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,unknown,,adriatic,
1543,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,forlimpopoli,adriatic italy,1.0,,-25.0,300.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,"garum suggested for the type A and D, but unconfirmed",adriatic,
1544,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,dr 43_1,crete,1.0,,1.0,250.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,dr 43
1545,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,200.0,ac3,crete,2.0,,1.0,250.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,ac3
1546,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,300.0,orlo ad imbuto ,adriatic italy,1.0,I - III AD,1.0,250.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,unknown,,adriatic,
1547,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,300.0,schörgendorfer 558,adriatic italy,1.0,I - III AD,1.0,200.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olives,,adriatic,schörgendorfer 558
1548,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,300.0,unknown_1,spain,1.0,I - III AD,1.0,300.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,nan,,adriatic,unknown
1549,verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1.0,300.0,dr 20,baetica,3.0,I - III AD,1.0,300.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,olive oil,,adriatic,
